Week,Laos,USA,Kuwait,Malaysia,Azerbaijan,Canada,Peru,Bulgaria,Bosnia&Herzegovina,Hungary,Georgia,North Macedonia,Moldova,Croatia,Czechia,Slovakia,Romania,Lithuania,Brazil,Slovenia,Poland,Chile,Latvia,Armenia,Argentina,Colombia,Trinidad&Tobago,Belgium,Paraguay,Italy,Greece,Mexico,Ukraine,United Kingdom,Russia,Tunisia,Serbia,Spain,Portugal,Uruguay,Ecuador,France,Panama,Bolivia,Estonia,Austria,Sweden,Kosovo,South Africa,Iran,Costa Rica,Namibia,Switzerland,Germany,Lebanon,Jordan,Ireland,Puerto Rico,Netherlands,Albania,Turkey,Botswana,Israel,Honduras,Guatemala,Kazakhstan,Denmark,Jamaica,Libya,Bahrain,Oman,Cyprus,Mauritius,Sri Lanka,Cuba,Belarus,Mongolia,Iraq,El Salvador,Finland,Indonesia,Philippines,Norway,Kyrgyzstan,Vietnam,Morocco,Nepal,Dominican Republic,India,Zimbabwe,Thailand,South Korea,Lesotho,Saudi Arabia,Australia,Egypt,Qatar,United Arab Emirates,Singapore,Japan,Zambia,Venezuela,Cambodia,Syria,Bangladesh,Algeria,Pakistan,Senegal,Sudan,Kenya,New Zealand,Uganda,Cameroon,Haiti,Yemen,Mozambique,Ethiopia,Angola,Uzbekistan,Ghana,Nicaragua,Cote d'Ivoire,Nigeria,Congo (Kinshasa),Tanzania,Tajikistan,China
12/22/2019,0,29,15,42,0,27,3,19,0,66,18,0,26,18,14,0,18,22,32,0,7,11,0,0,29,0,0,13,20,7,25,9,13,8,25,25,36,16,21,0,18,36,0,24,0,16,15,25,23,2,0,0,31,47,0,0,16,0,19,0,1,0,79,0,0,27,41,0,0,0,22,0,0,0,0,6,37,22,0,12,36,15,32,40,53,0,0,0,35,0,15,51,0,20,31,22,0,0,31,50,0,0,31,0,20,40,28,0,0,0,49,0,0,0,0,0,0,0,31,0,0,0,39,0,0,0,33
12/29/2019,0,33,15,28,10,27,8,18,27,15,40,60,14,0,12,0,100,0,39,0,2,5,0,0,8,32,0,27,0,7,34,7,6,8,25,0,19,12,33,0,0,57,32,12,18,15,15,0,4,3,0,0,45,14,47,0,9,21,4,23,1,0,52,0,0,16,37,0,31,0,22,0,0,23,0,9,0,46,0,42,16,22,10,14,39,33,0,20,36,63,10,50,0,15,26,17,0,14,20,49,0,12,65,0,35,20,21,0,0,20,32,0,0,75,0,0,0,0,16,18,0,0,0,0,32,0,0
1/5/2020,0,36,14,18,18,32,0,22,0,15,18,0,13,0,11,29,8,36,34,0,6,5,12,0,15,20,0,24,0,5,36,11,18,13,49,25,18,25,24,29,26,31,0,11,17,13,27,0,9,1,0,0,0,68,11,8,13,0,17,0,1,0,39,0,0,22,55,35,0,0,20,0,28,22,0,18,0,0,0,30,17,19,52,13,64,0,0,17,35,0,9,93,0,33,35,22,0,12,33,78,0,0,0,0,0,39,42,0,0,6,19,0,0,0,0,0,0,29,13,0,0,0,100,0,0,0,64
1/12/2020,0,42,29,40,17,29,0,11,0,14,17,0,12,0,33,0,10,0,34,27,6,0,12,22,4,12,28,35,0,7,43,15,12,11,25,0,34,23,23,0,6,35,0,0,33,12,12,0,7,1,17,36,12,37,33,8,11,0,17,0,1,0,32,0,0,8,20,0,0,26,0,14,0,0,0,15,34,0,20,61,30,26,50,12,34,0,44,0,24,0,22,15,0,26,34,32,20,42,0,66,26,0,31,56,0,74,35,0,0,12,9,0,0,0,0,0,22,0,25,0,0,0,44,0,0,36,0
1/19/2020,0,43,29,10,9,36,5,11,0,45,0,0,38,30,23,0,5,0,36,0,8,5,50,0,7,6,15,24,17,6,36,12,16,11,27,25,0,32,60,0,32,41,28,0,0,0,16,0,12,0,18,0,24,13,23,0,5,0,21,0,1,0,17,0,16,42,38,0,30,0,21,29,0,0,0,17,0,21,0,40,38,18,30,12,35,0,23,32,30,0,23,17,0,5,37,22,20,38,20,52,25,28,0,0,57,0,36,0,0,12,37,0,0,0,0,0,27,0,13,58,0,0,0,0,62,0,0
1/26/2020,0,44,0,77,18,41,2,0,0,0,33,0,37,31,12,0,14,37,34,28,10,24,13,0,18,17,0,0,0,5,45,16,18,14,30,0,17,23,57,0,0,51,27,0,0,38,21,0,10,1,0,0,12,25,34,16,19,0,20,9,1,0,34,18,0,33,29,0,0,0,22,14,55,0,0,19,0,0,0,49,24,17,74,25,25,0,0,16,32,49,5,16,0,30,25,36,61,19,20,59,0,18,0,27,38,0,30,0,0,12,37,0,0,100,0,0,0,0,41,16,0,0,22,0,0,0,0
2/2/2020,26,44,0,14,54,37,0,61,0,73,33,0,49,0,23,0,9,18,29,0,6,5,63,67,7,0,15,24,0,5,22,12,28,10,100,0,17,23,29,0,7,61,0,10,100,0,19,0,23,2,18,0,12,59,11,0,14,0,17,10,1,0,66,36,0,50,43,0,0,0,0,0,0,0,0,100,0,22,0,74,31,16,74,47,43,0,0,0,39,0,42,31,0,30,41,31,40,18,40,51,0,9,0,0,37,39,31,0,0,12,18,0,0,0,0,0,0,0,0,16,0,0,58,0,64,0,0
2/9/2020,0,47,14,41,0,41,5,100,0,15,16,0,49,15,11,14,12,73,55,0,8,24,49,23,17,5,15,24,0,14,35,14,29,10,94,0,0,30,69,0,0,56,0,0,83,38,18,0,24,1,18,0,12,53,34,8,13,0,27,0,1,0,34,0,0,62,40,0,0,27,62,15,28,22,0,39,0,40,0,25,33,22,64,35,53,48,0,16,31,0,28,45,0,5,45,5,0,43,18,70,0,0,0,0,0,20,21,0,0,31,22,0,0,0,0,0,0,0,63,16,0,0,23,0,31,36,0
2/16/2020,0,47,0,18,0,37,0,38,28,0,0,0,13,0,22,0,11,18,46,0,6,0,48,44,17,10,14,24,0,6,35,17,17,11,36,0,0,33,46,0,0,53,0,9,16,13,16,0,17,2,0,0,49,21,0,0,5,0,14,29,1,0,33,0,0,16,21,0,0,0,60,71,0,0,0,12,35,20,0,35,23,17,31,35,54,31,23,32,61,48,18,0,0,15,41,26,0,24,13,71,25,19,0,27,18,20,40,0,0,11,42,0,0,0,0,0,0,0,13,46,0,45,22,0,58,0,0
2/23/2020,0,54,0,46,17,43,0,5,27,56,16,54,24,45,33,27,14,0,66,28,10,13,35,0,10,5,29,24,15,6,34,20,14,13,26,0,17,29,56,0,0,25,0,0,0,49,20,47,20,2,17,0,0,37,0,15,12,19,13,100,3,0,33,0,14,24,45,0,0,0,0,14,27,0,0,8,0,0,0,54,21,38,25,0,53,16,0,16,65,45,14,54,0,19,43,15,20,57,35,65,48,10,0,28,53,0,44,0,0,27,29,0,0,0,0,0,26,0,26,30,0,0,65,0,0,0,0
3/1/2020,0,66,14,68,100,64,4,27,0,14,17,53,0,15,11,0,11,71,89,27,14,0,0,0,16,15,28,35,0,4,18,16,12,14,24,0,17,10,58,26,19,44,26,0,66,12,16,0,25,1,0,31,12,74,22,45,28,19,20,9,13,36,32,16,0,59,41,67,0,25,39,56,0,62,0,15,0,20,17,19,39,55,100,12,44,31,43,31,38,0,13,13,0,14,56,21,39,12,29,55,23,9,30,0,33,0,24,0,41,22,12,39,0,0,0,0,0,75,13,30,0,0,33,0,30,37,0
3/8/2020,28,51,14,60,27,45,6,53,0,14,0,0,0,0,10,0,6,0,63,26,4,13,0,23,12,34,0,69,0,4,37,16,14,11,28,0,0,18,22,0,0,20,23,8,0,0,22,0,17,1,17,0,11,27,22,15,12,19,13,9,3,0,32,0,0,41,12,0,0,25,39,38,0,87,0,17,0,0,0,28,62,57,44,12,53,16,44,0,39,0,5,27,0,23,50,36,37,17,39,51,0,27,31,0,0,40,42,0,0,17,46,0,0,0,0,30,25,75,0,44,0,45,22,0,0,0,48
3/15/2020,0,39,29,73,10,33,2,20,0,14,15,27,12,0,20,13,2,18,53,0,7,8,0,0,15,10,14,46,0,7,25,8,13,10,21,26,17,18,46,100,6,19,0,0,16,12,14,0,22,0,0,33,11,34,21,14,14,0,19,9,1,0,30,16,0,20,36,16,0,0,0,13,26,44,0,16,0,0,16,23,32,100,55,12,33,30,21,17,43,43,33,40,0,14,56,40,92,23,22,52,0,9,0,50,92,19,34,0,42,6,36,0,0,0,0,30,0,51,0,0,0,0,34,0,0,39,0
3/22/2020,29,49,28,34,0,27,6,24,0,38,30,23,10,0,10,0,7,17,54,24,3,7,22,40,22,23,13,22,27,7,40,17,12,8,16,0,0,35,41,0,0,36,0,0,31,35,12,0,16,1,0,0,11,42,40,28,10,35,10,0,1,0,10,15,28,29,20,16,0,24,18,13,0,0,0,4,33,72,0,40,29,67,23,11,45,29,42,17,53,0,21,0,0,13,35,17,17,47,4,62,72,8,0,23,53,52,47,0,42,6,31,0,0,0,0,0,0,23,40,28,0,0,58,0,30,0,0
3/29/2020,62,51,14,29,0,31,2,29,0,13,14,0,12,0,10,0,11,0,61,25,15,14,0,38,31,14,12,11,40,4,18,19,8,9,19,0,0,12,30,0,12,27,0,0,15,12,18,0,27,2,17,32,22,42,30,7,11,17,6,8,1,0,31,0,0,39,22,16,0,0,0,0,24,0,0,4,33,18,13,35,28,39,26,11,79,0,0,36,52,46,13,0,0,13,46,22,35,36,53,52,24,0,0,0,0,18,61,0,42,12,20,20,0,0,0,29,0,19,0,14,37,0,58,0,62,0,0
4/5/2020,0,53,28,27,8,38,0,35,25,27,15,0,33,30,44,14,11,16,50,27,9,15,0,0,31,36,25,46,0,3,38,14,12,11,22,25,0,28,61,0,24,32,0,0,0,0,10,44,18,1,0,0,24,25,10,0,9,35,19,9,2,0,17,0,16,28,9,0,0,0,0,25,25,0,39,11,33,36,0,55,36,39,34,20,73,14,62,0,57,0,31,38,0,17,43,13,35,21,37,32,0,19,0,0,54,18,53,0,0,6,24,40,0,0,0,0,0,0,11,43,0,0,23,0,32,0,0
4/12/2020,0,48,100,35,8,39,3,5,0,27,31,0,11,0,32,0,7,32,71,0,7,4,22,0,18,23,13,22,12,8,21,16,16,12,22,0,0,21,38,0,6,37,0,0,30,13,27,65,25,1,0,0,24,68,44,6,16,0,13,0,1,0,33,16,0,31,16,0,0,22,35,54,0,21,0,11,0,19,0,49,43,42,70,20,63,29,42,18,44,0,13,38,57,8,38,13,54,31,53,49,50,26,0,0,91,18,44,0,0,31,30,0,0,0,0,0,0,0,22,44,0,0,23,0,32,0,0
4/19/2020,0,55,14,65,8,46,7,15,0,0,29,0,23,29,10,13,9,16,60,0,11,4,23,0,21,12,13,32,0,4,25,14,12,12,22,0,33,23,33,0,6,37,0,9,0,61,13,0,21,2,0,0,45,50,11,0,10,33,13,0,1,0,51,0,27,27,20,0,0,0,0,27,0,0,0,24,0,0,28,32,46,38,48,11,55,32,0,18,40,0,39,37,0,13,45,15,0,37,49,42,0,17,0,47,38,0,25,0,0,19,15,0,0,0,0,0,0,24,23,58,0,0,0,0,33,0,0
4/26/2020,0,51,0,77,9,31,3,5,76,0,30,27,23,29,63,13,3,17,60,0,20,15,36,22,8,25,13,21,13,6,45,20,12,10,18,30,0,12,24,23,6,62,0,0,16,24,24,23,29,1,0,0,22,38,11,0,18,16,16,19,1,0,42,16,28,29,30,16,0,0,0,14,0,0,0,18,100,0,15,31,66,42,52,43,53,0,0,18,53,0,30,27,0,33,52,15,19,45,51,57,50,18,0,0,0,70,28,0,46,25,18,0,0,0,0,0,25,0,12,0,0,0,67,0,0,0,0
5/3/2020,0,47,14,47,26,33,8,26,0,0,14,52,0,29,43,14,8,51,76,0,17,11,60,22,29,12,13,11,14,3,29,12,12,12,25,0,0,37,47,0,0,35,0,0,31,0,22,0,11,1,0,0,23,42,11,14,23,32,9,10,2,16,10,0,0,29,27,31,31,48,0,13,0,22,0,13,34,43,30,31,33,58,43,11,46,70,0,0,53,44,18,39,0,23,67,19,37,16,24,50,25,0,0,49,20,45,59,0,87,12,33,41,44,0,0,54,0,23,34,0,0,0,22,0,0,0,0
5/10/2020,33,47,0,36,18,31,2,11,0,40,16,28,23,15,21,0,7,0,73,50,5,4,23,24,22,17,0,0,14,4,39,12,9,11,16,0,17,34,53,0,5,37,0,0,0,25,22,26,17,1,0,0,45,42,46,0,9,17,25,0,2,16,31,0,0,22,23,32,34,0,18,14,0,65,0,15,0,44,14,66,42,38,35,55,57,0,63,18,41,44,30,25,0,31,55,39,56,11,73,47,0,9,0,24,59,22,48,83,0,12,38,0,0,71,0,0,0,0,35,14,0,0,87,0,32,0,0
5/17/2020,0,39,0,25,9,31,7,11,26,14,16,0,11,15,11,14,4,51,65,0,15,18,35,0,16,16,26,22,12,13,35,10,16,15,21,0,34,30,10,0,0,65,0,8,16,27,17,25,18,2,16,0,48,41,12,8,17,0,9,10,2,0,32,0,0,30,33,0,0,0,18,15,27,0,0,9,0,23,0,24,36,27,42,0,53,0,20,35,48,42,34,38,0,10,55,25,19,11,41,61,0,27,0,0,0,23,33,0,0,12,28,0,0,0,0,28,0,0,0,0,0,0,43,0,0,0,43
5/24/2020,0,41,0,36,0,39,3,21,0,27,31,54,0,0,0,13,9,0,66,0,15,3,25,0,42,17,38,22,0,8,25,12,13,12,25,0,0,18,40,0,5,53,0,0,0,25,23,25,15,3,16,30,12,64,23,7,14,17,12,20,1,0,28,0,14,45,32,0,0,0,0,15,28,21,0,19,0,20,0,43,37,27,29,39,46,15,21,0,44,0,18,26,51,30,63,36,0,46,16,60,96,9,0,0,37,19,10,0,0,0,35,0,0,0,0,29,22,24,26,28,0,0,22,0,0,0,40
5/31/2020,34,36,13,40,10,24,6,15,0,79,63,0,25,0,10,0,4,34,72,0,5,3,12,25,40,29,12,21,0,4,42,13,14,11,18,0,0,12,24,0,4,50,21,8,16,50,19,25,20,2,0,0,57,23,69,0,6,0,12,0,2,0,20,15,13,22,35,46,0,0,35,28,29,21,0,8,0,19,17,33,41,21,38,0,49,15,0,17,39,0,27,12,0,18,51,22,17,15,32,64,46,0,0,25,0,20,28,0,0,29,16,0,0,0,0,0,0,22,13,14,0,0,21,0,0,0,39
6/7/2020,0,38,28,52,11,25,4,15,0,0,16,0,12,0,41,0,8,17,53,0,2,3,12,48,14,8,0,0,0,8,51,10,8,12,19,0,0,21,15,23,4,59,21,0,16,38,11,0,19,1,15,28,22,51,23,0,12,0,18,0,2,0,55,30,26,23,27,0,0,0,0,0,0,0,0,16,0,18,0,10,40,23,50,13,43,15,0,16,43,76,9,25,0,23,57,14,36,42,27,63,46,18,31,0,0,43,28,0,0,22,32,0,0,0,0,30,23,0,26,0,37,0,41,0,83,0,0
6/14/2020,0,41,14,48,11,33,6,21,0,27,16,0,12,14,10,0,5,18,61,0,4,3,0,48,14,27,24,0,25,5,52,7,13,11,22,30,0,9,39,0,0,19,0,0,17,0,14,0,21,1,0,0,34,58,23,30,15,71,21,10,1,0,67,0,26,37,41,16,0,24,0,0,28,0,0,20,0,36,0,21,47,24,18,54,33,0,20,17,37,0,22,13,54,14,53,29,55,58,44,72,23,36,30,24,16,22,37,0,0,37,24,0,0,0,0,31,0,0,14,0,0,0,10,0,26,45,0
6/21/2020,0,42,0,25,10,29,2,22,0,0,16,0,13,0,0,0,5,39,53,0,2,24,15,0,31,14,12,11,13,3,38,11,12,11,22,0,17,13,36,0,5,5,43,0,20,26,21,26,24,1,16,28,36,25,0,8,10,0,16,10,2,16,32,15,0,19,31,31,29,0,19,42,0,0,0,13,0,17,0,20,42,22,18,40,31,0,20,0,50,0,18,51,0,29,49,10,38,22,29,69,0,19,0,0,16,0,23,0,0,0,24,0,0,0,0,32,0,49,41,52,0,0,28,0,0,0,0
6/28/2020,0,40,0,28,21,30,3,11,55,29,52,0,13,29,12,43,10,37,62,0,10,10,0,25,20,28,0,11,13,2,35,10,15,12,24,0,17,7,16,0,0,39,0,9,0,25,23,28,16,1,17,0,12,32,0,0,12,0,15,0,1,0,37,0,14,33,16,16,0,0,0,14,30,0,0,38,0,18,0,37,26,15,39,13,46,17,0,0,26,0,22,26,0,14,42,31,38,28,25,53,0,0,30,25,99,46,14,0,0,20,25,16,0,0,0,62,0,0,27,13,0,0,27,0,28,0,0
7/5/2020,0,45,29,50,92,26,5,6,28,0,17,85,26,15,0,0,4,38,45,0,8,10,50,73,27,9,0,58,64,5,39,5,13,10,18,0,0,7,27,77,10,40,0,0,17,65,23,0,22,2,34,0,38,91,25,15,8,19,35,10,100,0,47,0,0,34,38,17,0,0,0,100,0,0,0,46,0,0,0,49,30,34,40,13,55,17,39,0,46,0,33,39,0,10,36,11,39,53,30,59,22,0,30,25,0,22,50,0,0,20,22,0,0,0,0,0,0,0,77,67,40,0,37,0,28,0,0
7/12/2020,0,39,30,56,31,33,3,17,0,0,35,0,14,0,23,0,3,0,48,0,2,18,40,0,15,5,13,12,0,6,41,9,8,10,21,31,18,14,17,0,0,32,21,0,36,0,14,0,17,1,16,0,13,48,25,23,8,0,24,9,9,0,53,0,27,32,32,16,0,0,19,29,0,42,0,20,0,38,16,36,28,26,36,13,45,16,20,0,35,35,26,13,0,34,45,27,58,36,47,59,22,10,29,79,0,23,50,0,0,15,26,16,0,0,0,32,0,0,0,27,0,0,37,0,0,0,0
7/19/2020,0,39,43,47,43,20,5,23,28,0,53,0,14,44,60,0,8,37,50,0,9,7,0,26,25,5,13,52,14,7,50,8,10,11,23,0,18,11,34,0,5,48,20,0,18,27,18,27,29,1,16,0,26,44,13,0,18,0,10,0,17,0,21,0,0,68,0,16,0,0,41,14,31,0,0,19,0,0,0,25,29,16,14,27,68,18,20,17,28,0,23,26,0,40,41,39,60,31,17,49,23,10,0,0,16,23,23,0,0,17,21,34,0,0,0,0,0,0,26,40,0,0,19,0,28,0,0
7/26/2020,0,41,0,46,11,29,4,12,30,0,36,30,13,30,12,0,7,19,46,0,9,3,0,0,15,19,78,25,14,9,31,10,12,11,19,0,19,22,33,29,0,37,0,9,0,14,15,27,13,2,16,30,27,82,0,0,18,20,11,10,18,0,43,31,0,57,18,17,0,0,0,57,0,22,0,15,0,0,16,20,28,23,32,0,75,0,19,0,37,36,19,39,45,16,55,18,62,45,30,60,0,10,0,26,54,24,63,0,0,16,34,0,0,0,0,0,0,0,0,41,0,0,41,0,29,0,0
8/2/2020,0,37,15,38,53,29,3,6,54,15,18,0,27,14,0,15,10,0,49,29,6,9,13,0,23,9,26,24,13,9,35,9,14,10,23,0,0,15,17,0,16,44,19,18,35,0,16,0,19,2,0,0,39,35,0,0,7,36,7,0,3,0,37,15,0,42,40,17,0,0,0,41,0,0,0,9,0,0,0,30,20,28,22,0,72,17,0,0,34,0,27,39,0,22,45,0,21,18,21,46,0,0,0,0,17,21,32,0,0,5,58,0,37,0,0,0,0,0,13,0,0,0,19,0,28,0,0
8/9/2020,31,39,14,34,21,25,3,29,0,15,0,0,27,43,35,0,1,0,49,0,7,0,0,26,27,13,0,0,0,5,27,7,15,10,27,0,18,18,33,0,11,32,0,0,17,13,19,0,8,1,0,28,0,39,12,7,24,0,14,0,2,0,58,0,0,52,9,17,0,0,20,14,0,0,0,0,0,55,0,34,26,23,22,0,65,0,18,0,38,39,14,39,0,15,42,5,0,18,51,41,85,38,0,49,0,0,22,0,0,100,36,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,38
8/16/2020,0,46,0,29,11,42,8,22,0,30,17,0,54,14,24,15,10,0,53,27,9,0,26,0,25,18,12,43,0,2,13,8,13,11,21,0,0,30,23,0,5,33,0,8,0,40,22,0,5,2,16,0,36,27,12,0,10,35,30,0,3,0,22,0,14,28,16,17,33,28,0,27,0,0,34,2,0,19,0,39,40,28,30,14,63,17,56,0,34,36,36,14,41,0,61,6,0,54,46,65,0,0,0,0,31,40,31,0,41,5,33,0,0,0,0,65,0,0,14,40,0,0,30,0,0,0,0
8/23/2020,0,34,15,44,0,35,13,0,29,28,0,0,0,0,23,30,5,18,53,0,8,17,63,52,44,13,0,11,24,7,46,4,8,8,17,27,0,13,18,0,5,42,18,16,34,0,16,0,30,1,0,0,24,44,48,15,13,52,36,0,1,0,22,15,27,23,20,34,0,0,61,26,31,0,0,11,0,60,16,39,22,18,17,14,47,17,18,16,37,0,9,12,0,0,37,11,20,54,25,56,0,10,0,0,0,0,27,0,0,21,25,0,0,0,45,0,22,0,0,0,0,0,29,0,28,0,0
8/30/2020,0,39,0,20,32,27,3,11,28,14,17,0,0,31,0,29,5,55,54,26,8,6,63,51,24,13,0,22,13,4,24,8,10,9,20,25,19,35,12,0,0,21,19,0,0,0,14,0,19,1,16,28,36,18,12,7,10,0,19,0,1,15,27,46,0,28,20,0,0,27,20,13,0,0,0,2,31,0,0,38,32,22,29,12,62,17,54,0,33,0,100,12,0,17,52,17,20,17,21,47,0,10,0,26,31,20,21,69,0,10,26,17,0,0,0,0,0,0,27,27,38,0,39,0,0,0,0
9/6/2020,0,39,29,24,11,26,3,17,29,14,0,0,25,48,23,0,1,0,48,0,2,3,0,0,37,22,0,45,0,5,24,5,12,9,17,0,0,6,17,0,10,41,37,0,65,27,25,28,13,1,16,0,12,31,12,14,8,18,13,9,2,0,32,15,27,26,20,0,0,0,0,26,30,0,35,6,0,39,16,33,37,28,37,0,65,33,55,16,43,37,9,24,0,11,48,6,57,33,25,63,0,0,28,25,0,20,36,0,0,5,35,17,0,0,0,0,0,0,13,13,39,0,19,0,0,0,0
9/13/2020,0,45,0,37,21,33,8,17,29,14,31,0,25,16,23,0,8,36,54,0,9,8,25,0,19,17,33,45,13,4,44,11,13,27,16,0,38,12,34,0,5,41,0,8,33,13,34,0,42,2,34,29,0,49,12,21,10,0,20,0,2,15,22,0,0,25,38,0,0,0,40,13,30,0,0,9,0,0,17,48,26,12,17,12,45,0,35,16,53,36,18,24,0,4,73,23,0,39,42,59,21,0,0,0,63,0,28,0,0,10,22,0,0,0,0,0,0,0,0,25,0,0,29,0,53,40,39
9/20/2020,0,44,15,28,0,35,5,6,0,28,16,0,0,0,11,0,5,18,59,0,6,7,0,0,25,9,22,54,13,5,20,16,9,89,20,0,38,24,28,0,10,55,0,0,0,26,17,0,10,1,0,0,12,39,12,6,53,0,36,0,1,14,21,15,14,25,12,15,0,0,0,26,0,0,0,13,0,19,0,20,29,18,58,24,61,32,49,0,42,0,37,13,0,17,75,40,0,26,30,63,0,0,0,0,30,0,38,0,0,18,40,0,0,0,0,0,0,0,11,13,0,0,48,0,53,41,0
9/27/2020,0,43,0,53,0,33,3,17,0,14,16,0,0,33,23,14,6,0,55,0,10,7,12,23,22,9,23,87,27,4,21,32,12,100,15,25,0,40,29,25,10,62,20,9,17,0,18,27,27,1,17,0,24,48,47,0,100,18,30,9,1,0,12,0,14,7,37,15,0,0,20,13,30,0,0,9,0,0,0,61,28,33,27,12,63,32,33,15,46,39,24,15,0,32,78,47,55,33,18,64,22,0,0,0,15,0,74,0,38,5,49,29,0,0,0,0,0,0,0,38,39,0,0,0,0,0,0
10/4/2020,0,50,28,33,0,41,3,17,0,29,32,0,24,17,0,0,13,18,64,0,13,15,37,0,35,5,34,22,0,3,50,18,12,25,18,0,0,22,30,26,5,26,0,9,17,54,19,26,16,2,0,30,37,22,0,6,21,18,7,0,1,0,57,0,29,14,21,0,0,0,20,27,30,0,0,17,0,40,0,51,26,30,18,0,64,49,16,15,34,0,10,0,0,12,35,0,0,22,37,86,0,0,57,0,46,20,25,0,0,19,40,0,41,0,46,0,0,23,12,13,0,0,10,0,27,0,53
10/11/2020,0,48,15,52,12,38,5,65,28,0,17,0,25,0,0,0,3,0,56,0,6,0,13,25,23,21,0,12,55,3,22,19,16,17,21,26,19,10,49,27,5,27,21,0,18,0,19,0,12,1,18,0,0,23,35,0,16,19,21,0,1,15,28,0,0,30,33,15,0,0,0,14,0,0,0,16,0,40,0,33,20,28,38,12,58,0,17,15,39,0,5,59,0,20,39,12,0,6,15,79,47,10,29,25,16,0,51,0,0,5,26,17,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0
10/18/2020,0,51,0,16,12,38,6,41,0,0,16,0,0,0,0,30,5,18,52,0,6,0,0,25,13,20,35,12,14,5,35,18,9,14,18,0,20,19,24,0,5,27,61,9,0,42,14,0,16,2,18,0,25,46,12,0,20,97,4,19,2,15,40,0,0,33,31,0,0,24,0,0,0,21,0,9,0,19,0,5,18,22,23,22,44,16,19,32,39,0,25,30,0,8,44,12,59,47,24,80,23,0,0,74,0,20,37,0,0,26,21,0,0,0,0,0,24,0,0,13,0,0,21,0,0,0,0
10/25/2020,0,56,15,88,12,31,2,11,0,15,47,0,12,0,34,0,8,0,60,27,14,12,12,0,41,10,35,44,42,6,26,14,19,14,17,0,0,26,23,0,5,41,21,0,0,0,19,26,15,1,17,0,72,18,0,19,24,0,24,9,1,0,28,0,16,24,17,15,0,0,0,40,0,0,0,16,32,0,0,32,29,30,37,34,51,0,21,16,36,0,9,15,0,8,40,18,0,46,33,60,22,0,30,0,16,0,48,0,0,10,42,15,0,0,0,30,0,0,12,27,0,0,30,0,0,0,0
11/1/2020,0,38,0,35,11,29,6,16,27,42,0,0,12,16,10,27,3,0,54,0,10,4,12,0,25,15,22,21,0,4,24,8,14,14,18,0,0,24,44,27,0,43,0,10,52,25,15,0,18,2,32,28,35,47,11,0,26,18,37,0,1,0,22,0,33,31,37,40,0,0,0,0,0,41,0,16,0,0,0,41,16,22,29,38,49,16,0,29,28,0,5,0,0,19,43,28,37,21,30,72,21,0,0,25,14,21,20,0,0,8,38,0,36,0,0,0,0,20,12,0,0,0,29,0,57,0,0
11/8/2020,0,54,29,59,0,42,6,5,28,14,0,0,37,16,0,14,6,0,52,0,14,12,37,25,25,14,12,11,13,10,32,21,16,16,19,0,0,16,41,0,5,25,0,9,0,13,15,0,10,3,0,0,0,44,22,7,10,19,21,0,1,0,57,0,0,8,9,45,0,0,18,0,0,0,0,14,0,38,0,65,26,27,38,23,49,0,0,15,44,39,15,45,0,12,34,23,39,34,38,63,0,9,28,27,0,20,25,0,37,34,16,16,39,0,0,0,0,0,11,13,0,0,41,0,0,0,0
11/15/2020,0,100,0,87,10,100,4,21,0,41,15,0,34,16,63,42,17,34,72,0,37,4,25,0,41,10,48,76,0,24,56,18,27,33,23,0,37,23,65,0,5,55,20,0,18,13,42,0,23,3,0,0,98,52,31,19,55,76,100,18,2,30,51,0,0,29,47,92,0,26,38,0,0,21,0,13,31,19,0,37,46,41,76,22,59,17,0,14,93,0,39,15,0,46,100,36,40,57,58,65,23,18,0,0,15,40,42,0,0,20,67,0,0,0,47,64,0,22,12,0,0,0,41,0,28,0,0
11/22/2020,0,65,57,66,0,72,8,5,0,82,15,0,12,0,52,14,6,33,69,25,17,8,36,0,10,20,47,32,14,13,39,14,14,24,21,0,18,37,70,0,0,44,40,0,0,64,22,0,25,2,0,32,48,59,21,12,19,20,54,18,3,0,28,0,0,29,25,45,0,25,20,80,0,21,0,18,30,0,0,67,49,31,38,11,32,32,38,0,73,0,19,58,0,28,80,28,59,87,100,71,23,18,0,0,61,0,60,0,0,52,41,15,0,0,0,0,0,0,0,0,43,0,20,0,0,34,0
11/29/2020,0,73,0,63,0,51,7,10,0,14,0,27,34,16,33,55,9,0,65,49,24,8,36,0,38,22,24,78,14,11,42,16,17,18,19,24,0,47,53,0,5,64,21,0,18,0,26,0,19,2,56,32,60,43,67,37,31,37,39,0,1,0,17,0,18,18,30,46,0,24,18,0,0,0,0,18,0,39,0,26,36,30,52,11,66,31,57,14,57,0,33,42,0,12,82,23,39,51,29,72,0,9,0,26,0,0,47,0,0,14,20,0,0,0,0,0,0,0,11,0,44,0,30,0,0,0,0
